Year,Strata,Strata Name,County,Total Admits (ICD-9),30-day Readmits (ICD-9) ,30-day Readmission Rate (ICD-9),Total Admits (ICD-10),30-day Readmits (ICD-10) ,30-day Readmission Rate (ICD-10)
2022,Overall,Overall,San Mateo,,,,"22,807","3,049",13.37%
2022,Overall,Overall,Santa Barbara,,,,"17,333","2,136",12.32%
2022,Overall,Overall,Santa Clara,,,,"58,551","8,629",14.74%
2022,Overall,Overall,Santa Cruz,,,,"9,591","1,216",12.68%
2022,Overall,Overall,Shasta,,,,"12,200","1,529",12.53%
2022,Overall,Overall,Sierra,,,,73,10,13.70%
2022,Overall,Overall,Siskiyou,,,,"1,667",195,11.70%
2022,Overall,Overall,Solano,,,,"17,339","2,481",14.31%
2022,Overall,Overall,Sonoma,,,,"21,315","3,062",14.37%
2022,Overall,Overall,Stanislaus,,,,"27,600","3,821",13.84%
2022,Overall,Overall,Sutter,,,,"4,755",691,14.53%
2022,Overall,Overall,Tehama,,,,"3,291",441,13.40%
2022,Overall,Overall,Trinity,,,,675,91,13.48%
2022,Overall,Overall,Tulare,,,,"18,119","2,204",12.16%
2022,Overall,Overall,Tuolumne,,,,"3,236",472,14.59%
2022,Overall,Overall,Ventura,,,,"34,253","4,771",13.93%
2022,Overall,Overall,Yolo,,,,"7,045","1,005",14.27%
2022,Overall,Overall,Yuba,,,,"4,237",631,14.89%
2022,Race-Ethnicity,White,State,,,,"805,717","113,702",14.11%
2022,Race-Ethnicity,Other/Unknown,State,,,,"74,568","9,696",13.00%
2022,Race-Ethnicity,Native American,State,,,,"5,510",883,16.03%
2022,Race-Ethnicity,Multiracial,State,,,,"18,278","3,183",17.41%
2022,Race-Ethnicity,Hispanic,State,,,,"438,706","63,024",14.37%
2022,Race-Ethnicity,Asian/Pacific Islander,State,,,,"144,674","20,209",13.97%
2022,Race-Ethnicity,African-American,State,,,,"156,634","27,771",17.73%
2022,Sex,Male,State,,,,"827,705","125,897",15.21%
2022,Sex,Female,State,,,,"816,382","112,571",13.79%
2023,Age,65 years and above,State,,,,"957,001","146,842",15.34%
2023,Age,45 to 64 years,State,,,,"483,957","74,549",15.40%
2023,Age,18 to 44 years,State,,,,"256,769","32,576",12.69%
2023,Expected Payer,Self-Pay,State,,,,"14,598","1,165",7.98%
2023,Expected Payer,Private,State,,,,"311,800","36,703",11.77%
2023,Expected Payer,Other,State,,,,"43,008","5,269",12.25%
2023,Expected Payer,MediCare,State,,,,"960,461","152,755",15.90%
2023,Expected Payer,Medi-Cal,State,,,,"367,860","58,075",15.79%
2023,Overall,Overall,State,,,,"1,697,727","253,967",14.96%
2023,Overall,Overall,Alameda,,,,"59,116","9,822",16.61%
2023,Overall,Overall,Alpine,,,,12,2,16.67%
2023,Overall,Overall,Amador,,,,"2,689",428,15.92%
2023,Overall,Overall,Butte,,,,"17,814","3,210",18.02%
2023,Overall,Overall,Calaveras,,,,"2,798",432,15.44%
2023,Overall,Overall,Colusa,,,,"1,100",163,14.82%
2023,Overall,Overall,Contra Costa,,,,"47,571","7,295",15.33%
2023,Overall,Overall,Del Norte,,,,"1,436",188,13.09%
2023,Overall,Overall,El Dorado,,,,"9,103","1,285",14.12%
2023,Overall,Overall,Fresno,,,,"47,350","7,387",15.60%
2023,Overall,Overall,Glenn,,,,"1,715",272,15.86%
2023,Overall,Overall,Humboldt,,,,"6,247",759,12.15%
2023,Overall,Overall,Imperial,,,,"7,031",966,13.74%
2023,Overall,Overall,Inyo,,,,571,51,8.93%
2023,Overall,Overall,Kern,,,,"34,907","4,826",13.83%
2023,Overall,Overall,Kings,,,,"5,025",720,14.33%
2023,Overall,Overall,Lake,,,,"4,400",689,15.66%
2023,Overall,Overall,Lassen,,,,603,54,8.96%
2023,Overall,Overall,Los Angeles,,,,"412,254","63,767",15.47%
2023,Overall,Overall,Madera,,,,"6,389",892,13.96%
2023,Overall,Overall,Marin,,,,"10,677","1,548",14.50%
2023,Overall,Overall,Mariposa,,,,962,136,14.14%
2023,Overall,Overall,Mendocino,,,,"4,872",727,14.92%
2023,Overall,Overall,Merced,,,,"11,073","1,659",14.98%
2023,Overall,Overall,Modoc,,,,298,24,8.05%
2023,Overall,Overall,Mono,,,,236,23,9.75%
2023,Overall,Overall,Monterey,,,,"20,354","2,966",14.57%
2023,Overall,Overall,Napa,,,,"5,535",820,14.81%
2023,Overall,Overall,Nevada,,,,"5,083",697,13.71%
2023,Overall,Overall,Orange,,,,"119,021","16,839",14.15%
2023,Overall,Overall,Placer,,,,"20,880","2,947",14.11%
2023,Overall,Overall,Plumas,,,,590,78,13.22%
2023,Overall,Overall,Riverside,,,,"110,387","16,420",14.87%
2023,Overall,Overall,Sacramento,,,,"75,117","11,269",15.00%
2023,Overall,Overall,San Benito,,,,"2,282",312,13.67%
2023,Overall,Overall,San Bernardino,,,,"98,339","14,784",15.03%
2023,Overall,Overall,San Diego,,,,"149,232","21,652",14.51%
2023,Overall,Overall,San Francisco,,,,"36,004","6,123",17.01%
2023,Overall,Overall,San Joaquin,,,,"33,680","5,196",15.43%
2023,Overall,Overall,San Luis Obispo,,,,"11,587","1,447",12.49%
2023,Overall,Overall,San Mateo,,,,"24,112","3,396",14.08%
2023,Overall,Overall,Santa Barbara,,,,"17,646","2,231",12.64%
2023,Overall,Overall,Santa Clara,,,,"62,896","9,727",15.47%
2023,Overall,Overall,Santa Cruz,,,,"9,996","1,266",12.67%
2023,Overall,Overall,Shasta,,,,"12,862","1,669",12.98%
2023,Overall,Overall,Sierra,,,,87,10,11.49%
2023,Overall,Overall,Siskiyou,,,,"1,787",318,17.80%
2023,Overall,Overall,Solano,,,,"18,270","2,790",15.27%
2023,Overall,Overall,Sonoma,,,,"22,465","3,330",14.82%
2023,Overall,Overall,Stanislaus,,,,"29,234","4,365",14.93%
2023,Overall,Overall,Sutter,,,,"5,209",746,14.32%
2023,Overall,Overall,Tehama,,,,"3,247",467,14.38%
2023,Overall,Overall,Trinity,,,,650,82,12.62%
2023,Overall,Overall,Tulare,,,,"17,918","2,483",13.86%
2023,Overall,Overall,Tuolumne,,,,"3,251",485,14.92%
2023,Overall,Overall,Ventura,,,,"35,807","5,244",14.65%
2023,Overall,Overall,Yolo,,,,"7,760","1,195",15.40%
2023,Overall,Overall,Yuba,,,,"4,671",740,15.84%
2023,Race-Ethnicity,White,State,,,,"830,087","121,867",14.68%
2023,Race-Ethnicity,Other/Unknown,State,,,,"74,463","9,887",13.28%
2023,Race-Ethnicity,Native American,State,,,,"5,839",936,16.03%
2023,Race-Ethnicity,Multiracial,State,,,,"18,189","3,094",17.01%
2023,Race-Ethnicity,Hispanic,State,,,,"453,645","66,194",14.59%
2023,Race-Ethnicity,Asian/Pacific Islander,State,,,,"156,928","23,294",14.84%
2023,Race-Ethnicity,African-American,State,,,,"158,576","28,695",18.10%
2023,Sex,Male,State,,,,"855,085","133,867",15.66%
2023,Sex,Female,State,,,,"842,642","120,100",14.25%
2024,Age,65 years and above,State,,,,"1,064,031","174,089",16.36%
2024,Age,45 to 64 years,State,,,,"514,798","84,624",16.44%
2024,Age,18 to 44 years,State,,,,"276,530","37,259",13.47%
2024,Expected Payer,Self-Pay,State,,,,"14,677","1,024",6.98%
2024,Expected Payer,Private,State,,,,"328,903","41,035",12.48%
2024,Expected Payer,Other,State,,,,"47,068","5,724",12.16%
2024,Expected Payer,MediCare,State,,,,"1,070,818","182,204",17.02%
2024,Expected Payer,Medi-Cal,State,,,,"393,893","65,985",16.75%
2024,Overall,Overall,Alameda,,,,"63,725","10,987",17.24%
2024,Overall,Overall,Alpine,,,,8,1,12.50%
2024,Overall,Overall,Amador,,,,"2,932",450,15.35%
2024,Overall,Overall,Butte,,,,"19,879","3,734",18.78%
2024,Overall,Overall,Calaveras,,,,"2,888",447,15.48%
2024,Overall,Overall,Colusa,,,,"1,134",166,14.64%
2024,Overall,Overall,Contra Costa,,,,"53,189","8,771",16.49%
2024,Overall,Overall,Del Norte,,,,"1,490",204,13.69%
2024,Overall,Overall,El Dorado,,,,"10,243","1,554",15.17%
2024,Overall,Overall,Fresno,,,,"52,645","8,914",16.93%
2024,Overall,Overall,Glenn,,,,"1,864",295,15.83%
2024,Overall,Overall,Humboldt,,,,"7,109","1,006",14.15%
2024,Overall,Overall,Imperial,,,,"7,852","1,119",14.25%
2024,Overall,Overall,Inyo,,,,596,47,7.89%
2024,Overall,Overall,Kern,,,,"39,434","5,914",15.00%
2024,Overall,Overall,Kings,,,,"5,596",831,14.85%
2024,Overall,Overall,Lake,,,,"4,774",802,16.80%
2024,Overall,Overall,Lassen,,,,531,43,8.10%
2024,Overall,Overall,Los Angeles,,,,"446,532","73,745",16.52%
2024,Overall,Overall,Madera,,,,"7,183","1,124",15.65%
2024,Overall,Overall,Marin,,,,"11,590","1,744",15.05%
2024,Overall,Overall,Mariposa,,,,"1,055",163,15.45%
2024,Overall,Overall,Mendocino,,,,"4,998",820,16.41%
2024,Overall,Overall,Merced,,,,"12,534","1,984",15.83%
2024,Overall,Overall,Modoc,,,,318,31,9.75%
2024,Overall,Overall,Mono,,,,180,22,12.22%
2024,Overall,Overall,Monterey,,,,"21,157","3,180",15.03%
2024,Overall,Overall,Napa,,,,"6,138","1,092",17.79%
2024,Overall,Overall,Nevada,,,,"5,932",872,14.70%
2024,Overall,Overall,Orange,,,,"129,517","19,158",14.79%
2024,Overall,Overall,Placer,,,,"22,906","3,540",15.45%
2024,Overall,Overall,Plumas,,,,532,58,10.90%
2024,Overall,Overall,Riverside,,,,"119,179","18,756",15.74%
2024,Overall,Overall,Sacramento,,,,"85,829","14,152",16.49%
2024,Overall,Overall,San Benito,,,,"2,627",354,13.48%
2024,Overall,Overall,San Bernardino,,,,"109,039","17,782",16.31%
2024,Overall,Overall,San Diego,,,,"166,651","26,146",15.69%
2024,Overall,Overall,San Francisco,,,,"38,300","6,750",17.62%
2024,Overall,Overall,San Joaquin,,,,"36,880","6,230",16.89%
2024,Overall,Overall,San Luis Obispo,,,,"11,864","1,531",12.90%
2024,Overall,Overall,San Mateo,,,,"26,596","4,095",15.40%
2024,Overall,Overall,Santa Barbara,,,,"19,703","2,736",13.89%
2024,Overall,Overall,Santa Clara,,,,"68,457","11,116",16.24%
2024,Overall,Overall,Santa Cruz,,,,"11,595","1,658",14.30%
2024,Overall,Overall,Shasta,,,,"14,607","2,072",14.18%
2024,Overall,Overall,Sierra,,,,94,16,17.02%
2024,Overall,Overall,Siskiyou,,,,"1,766",180,10.19%
2024,Overall,Overall,Solano,,,,"20,153","3,311",16.43%
2024,Overall,Overall,Sonoma,,,,"24,582","3,865",15.72%
2024,Overall,Overall,Stanislaus,,,,"31,702","4,934",15.56%
2024,Overall,Overall,Sutter,,,,"5,677",839,14.78%
2024,Overall,Overall,Tehama,,,,"3,826",558,14.58%
2024,Overall,Overall,Trinity,,,,746,101,13.54%
2024,Overall,Overall,Tulare,,,,"19,601","2,903",14.81%
2024,Overall,Overall,Tuolumne,,,,"3,598",545,15.15%
2024,Overall,Overall,Ventura,,,,"40,478","6,116",15.11%
2024,Overall,Overall,Yolo,,,,"9,146","1,514",16.55%
2024,Overall,Overall,Yuba,,,,"4,980",822,16.51%
2024,Overall,Overall,State,,,,"1,855,359","295,972",15.95%
2024,Race-Ethnicity,White,State,,,,887499,138371,15.59%
2024,Race-Ethnicity,Other/Unknown,State,,,,76853,11005,14.32%
2024,Race-Ethnicity,Native American,State,,,,6345,1065,16.78%
2024,Race-Ethnicity,Multiracial,State,,,,19365,3438,17.75%
2024,Race-Ethnicity,Hispanic,State,,,,520701,81365,15.63%
2024,Race-Ethnicity,Asian/Pacific Islander,State,,,,172268,27101,15.73%
2024,Race-Ethnicity,African-American,State,,,,172328,33627,19.51%
2024,Sex,Male,State,,,,932093,154689,16.60%
2024,Sex,Female,State,,,,923266,141283,15.30%
